head_event	relation	tail_event
PersonX files for [bankruptcy]. [bankruptcy]	InstanceOf	bankrupt
PersonX files for [bankruptcy]. [bankruptcy]	InstanceOf	bankruptcy
[PersonX brings up PersonX's children]. [PersonX brings up PersonX's children]	InstanceOf	child rearing
[PersonX brings up PersonX's children]. [PersonX brings up PersonX's children]	InstanceOf	providing support
[PersonX brings up PersonX's children]. [PersonX brings up PersonX's children]	InstanceOf	parenting
PersonX teaches [PersonX's children]. [PersonX's children]	InstanceOf	kids
PersonX teaches [PersonX's children]. [PersonX's children]	InstanceOf	family
PersonX teaches [PersonX's children]. [PersonX's children]	InstanceOf	offspring
PersonX teaches [PersonX's children]. [PersonX's children]	InstanceOf	children
[PersonX brings home to PersonY]. [PersonX brings home to PersonY]	InstanceOf	action
[PersonX calls a taxi]. [PersonX calls a taxi]	InstanceOf	mode of transportation
[PersonX calls a taxi]. [PersonX calls a taxi]	InstanceOf	calling
[PersonX spends the night in jail]. [PersonX spends the night in jail]	InstanceOf	punishment
[PersonX spends the night in jail]. [PersonX spends the night in jail]	InstanceOf	incarceration
[PersonX asks PersonY to join]. [PersonX asks PersonY to join]	InstanceOf	request
[PersonX asks PersonY to join]. [PersonX asks PersonY to join]	InstanceOf	invitation
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	website
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	online store
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	ebay
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	online retailer
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	auction site
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	marketplace
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	site
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	online marketplace
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	online auction
PersonX sells PersonY on [ebay]. [ebay]	InstanceOf	online auction site
[PersonX asks PersonY to send]. [PersonX asks PersonY to send]	InstanceOf	request
[PersonX asks PersonY to send]. [PersonX asks PersonY to send]	InstanceOf	communication
[PersonX needs a change]. [PersonX needs a change]	InstanceOf	need
[PersonX walks all the way]. [PersonX walks all the way]	InstanceOf	walk
[PersonX walks all the way]. [PersonX walks all the way]	InstanceOf	walking
[PersonX dates for five years]. [PersonX dates for five years]	InstanceOf	dates
[PersonX dates for five years]. [PersonX dates for five years]	InstanceOf	dating
PersonX blocks [PersonY's path]. [PersonY's path]	InstanceOf	way
PersonX blocks [PersonY's path]. [PersonY's path]	InstanceOf	path
[PersonX throws it on the ground]. [PersonX throws it on the ground]	InstanceOf	action
[PersonX throws it on the ground]. [PersonX throws it on the ground]	InstanceOf	throwing
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	symptom
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	allergy symptom
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	cold like symptom
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	sneezing
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	mild allergic reaction
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	cold symptom
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	allergic reaction
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	seasonal allergy symptom
[PersonX starts sneezing]. [PersonX starts sneezing]	InstanceOf	allergic symptom
[PersonX listens to PersonY's words]. [PersonX listens to PersonY's words]	InstanceOf	listening
[PersonX flies back]. [PersonX flies back]	InstanceOf	flight
[PersonX flies back]. [PersonX flies back]	InstanceOf	flying
[PersonX flies back]. [PersonX flies back]	InstanceOf	journey
[PersonX flies back]. [PersonX flies back]	InstanceOf	air travel
[PersonX flies back]. [PersonX flies back]	InstanceOf	travels
[PersonX flies back]. [PersonX flies back]	InstanceOf	travel arrangement
[PersonX flies back]. [PersonX flies back]	InstanceOf	travel
[PersonX grows a garden]. [PersonX grows a garden]	InstanceOf	garden
[PersonX grows a garden]. [PersonX grows a garden]	InstanceOf	hobby
[PersonX grows a garden]. [PersonX grows a garden]	InstanceOf	gardening
PersonX goes flying through [the air]. [the air]	InstanceOf	sky
PersonX goes flying through [the air]. [the air]	InstanceOf	air
PersonX occupies [PersonY's place]. [PersonY's place]	InstanceOf	place
PersonX occupies [PersonY's place]. [PersonY's place]	InstanceOf	position
[PersonX goes back outside]. [PersonX goes back outside]	InstanceOf	movement
[PersonX is laid off from PersonX's job]. [PersonX is laid off from PersonX's job]	InstanceOf	termination
[PersonX is laid off from PersonX's job]. [PersonX is laid off from PersonX's job]	InstanceOf	dismissal
[PersonX is laid off from PersonX's job]. [PersonX is laid off from PersonX's job]	InstanceOf	unemployment
[PersonX pulls PersonY's hair]. [PersonX pulls PersonY's hair]	InstanceOf	pulling hair
[PersonX treats PersonY differently]. [PersonX treats PersonY differently]	InstanceOf	discrimination
[PersonX stares at PersonY with eyes]. [PersonX stares at PersonY with eyes]	InstanceOf	observation
PersonX carries on [PersonX's business]. [PersonX's business]	InstanceOf	business
PersonX goes [sailing]. [sailing]	InstanceOf	sailing
[PersonX expresses PersonX's regret]. [PersonX expresses PersonX's regret]	InstanceOf	regret
[PersonX expresses PersonX's regret]. [PersonX expresses PersonX's regret]	InstanceOf	feeling
[PersonX expresses PersonX's regret]. [PersonX expresses PersonX's regret]	InstanceOf	emotion
[PersonX expresses PersonX's regret]. [PersonX expresses PersonX's regret]	InstanceOf	negative feeling
[PersonX expresses PersonX's regret]. [PersonX expresses PersonX's regret]	InstanceOf	negative emotion
PersonX downloads [the app]. [the app]	InstanceOf	application
PersonX downloads [the app]. [the app]	InstanceOf	software
[PersonX adopts a cat]. [PersonX adopts a cat]	InstanceOf	pet
[PersonX adopts a cat]. [PersonX adopts a cat]	InstanceOf	cat
[PersonX adopts a cat]. [PersonX adopts a cat]	InstanceOf	adoption
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	feeling
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	inappropriate behavior
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	intense emotion
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	emotion
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	emotional response
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	angry outburst
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	emotional reaction
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	emotional state
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	anger
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	adverse emotion
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	negative feeling
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	strong emotion
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	disruptive behavior
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	temper
PersonX controls [PersonX's temper]. [PersonX's temper]	InstanceOf	negative emotion
[PersonX enjoys the game]. [PersonX enjoys the game]	InstanceOf	positive emotion
[PersonX enjoys the game]. [PersonX enjoys the game]	InstanceOf	enjoyment
[PersonX sends money]. [PersonX sends money]	InstanceOf	transfer
[PersonX sends money]. [PersonX sends money]	InstanceOf	transaction
PersonX eats [a slice]. [a slice]	InstanceOf	food
PersonX eats [a slice]. [a slice]	InstanceOf	slice
PersonX eats [a slice]. [a slice]	InstanceOf	piece
PersonX elicits [PersonY's response]. [PersonY's response]	InstanceOf	answering
PersonX elicits [PersonY's response]. [PersonY's response]	InstanceOf	response
PersonX elicits [PersonY's response]. [PersonY's response]	InstanceOf	reply
PersonX elicits [PersonY's response]. [PersonY's response]	InstanceOf	answer
PersonX quits [understanding objective reality]. [understanding objective reality]	InstanceOf	awareness
PersonX quits [understanding objective reality]. [understanding objective reality]	InstanceOf	comprehension
PersonX quits [understanding objective reality]. [understanding objective reality]	InstanceOf	understanding
[PersonX knows how to cook]. [PersonX knows how to cook]	InstanceOf	skills
[PersonX knows how to cook]. [PersonX knows how to cook]	InstanceOf	knowledge
[PersonX knows how to cook]. [PersonX knows how to cook]	InstanceOf	abilities
[PersonX tries] and fixes. [PersonX tries]	InstanceOf	attempt
[PersonX gets PersonY's car fixed]. [PersonX gets PersonY's car fixed]	InstanceOf	repair
[PersonX grants PersonY permission]. [PersonX grants PersonY permission]	InstanceOf	grant
[PersonX grants PersonY permission]. [PersonX grants PersonY permission]	InstanceOf	authorisation
[PersonX grants PersonY permission]. [PersonX grants PersonY permission]	InstanceOf	permission
[PersonX drops to PersonY's knees]. [PersonX drops to PersonY's knees]	InstanceOf	collapse
[PersonX drops to PersonY's knees]. [PersonX drops to PersonY's knees]	InstanceOf	fall
PersonX causes [PersonY the pain]. [PersonY the pain]	InstanceOf	suffering
PersonX causes [PersonY the pain]. [PersonY the pain]	InstanceOf	pain
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	religious ritual
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	religious practice
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	ritual
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	prayer
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	religious activity
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	spiritual practice
[PersonX asks god to help]. [PersonX asks god to help]	InstanceOf	spiritual activity
PersonX joins [the basketball team]. [the basketball team]	InstanceOf	team
PersonX joins [the basketball team]. [the basketball team]	InstanceOf	basketball team
PersonX joins [the basketball team]. [the basketball team]	InstanceOf	sport team
PersonX would make [fun] of PersonY. [fun]	InstanceOf	fun
[PersonX keeps within limits]. [PersonX keeps within limits]	InstanceOf	stay
[PersonX keeps within limits]. [PersonX keeps within limits]	InstanceOf	limits
[PersonX keeps within limits]. [PersonX keeps within limits]	InstanceOf	basic obedience
[PersonX keeps within limits]. [PersonX keeps within limits]	InstanceOf	compliance
[PersonX keeps within limits]. [PersonX keeps within limits]	InstanceOf	obedience
PersonX makes [the right decision]. [the right decision]	InstanceOf	choice
PersonX makes [the right decision]. [the right decision]	InstanceOf	decision
PersonX makes [the right decision]. [the right decision]	InstanceOf	choosing
[PersonX can not fall asleep]. [PersonX can not fall asleep]	InstanceOf	sleep problem
[PersonX can not fall asleep]. [PersonX can not fall asleep]	InstanceOf	sleep disorder
[PersonX can not fall asleep]. [PersonX can not fall asleep]	InstanceOf	sleep disturbance
[PersonX fixes PersonX's roof]. [PersonX fixes PersonX's roof]	InstanceOf	repair
[PersonX fixes PersonX's roof]. [PersonX fixes PersonX's roof]	InstanceOf	service
[PersonX fixes PersonX's roof]. [PersonX fixes PersonX's roof]	InstanceOf	roof repair
[PersonX eats too much]. [PersonX eats too much]	InstanceOf	overeating
[PersonX eats too much]. [PersonX eats too much]	InstanceOf	unhealthy behavior
[PersonX eats too much]. [PersonX eats too much]	InstanceOf	unhealthy habit
[PersonX works for hours]. [PersonX works for hours]	InstanceOf	work
[PersonX works for hours]. [PersonX works for hours]	InstanceOf	working
[PersonX does not catch any fish]. [PersonX does not catch any fish]	InstanceOf	outcome
PersonX jumps [jacks]. [jacks]	InstanceOf	jumping jacks
[PersonX loves ice cream]. [PersonX loves ice cream]	InstanceOf	enjoyment
[PersonX loves ice cream]. [PersonX loves ice cream]	InstanceOf	liking
PersonX is running late for [school]. [school]	InstanceOf	educational institution
PersonX is running late for [school]. [school]	InstanceOf	school
PersonX is running late for [school]. [school]	InstanceOf	class
PersonX gives PersonY [comfort]. [comfort]	InstanceOf	comforting
PersonX gives PersonY [comfort]. [comfort]	InstanceOf	support
PersonX gives PersonY [comfort]. [comfort]	InstanceOf	comfort
PersonX gives PersonY [comfort]. [comfort]	InstanceOf	safety
PersonX takes [a shortcut]. [a shortcut]	InstanceOf	shortcut
PersonX eats at [home]. [home]	InstanceOf	home
PersonX eats at [home]. [home]	InstanceOf	house
PersonX marks [PersonY's epoch]. [PersonY's epoch]	InstanceOf	era
PersonX marks [PersonY's epoch]. [PersonY's epoch]	InstanceOf	epoch
PersonX feels [cold]. [cold]	InstanceOf	cold
PersonX feels [cold]. [cold]	InstanceOf	coldness
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	activity
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	physical activity
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	running
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	cardiovascular exercise
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	exercise
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	outdoor activity
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	cardio exercise
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	aerobic activity
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	action
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	bodily movement
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	movement
[PersonX runs across the street]. [PersonX runs across the street]	InstanceOf	aerobic exercise
[PersonX reads PersonX's newspaper]. [PersonX reads PersonX's newspaper]	InstanceOf	activity
[PersonX reads PersonX's newspaper]. [PersonX reads PersonX's newspaper]	InstanceOf	reading newspaper
[PersonX reads PersonX's newspaper]. [PersonX reads PersonX's newspaper]	InstanceOf	reading
PersonX cleans [the spill]. [the spill]	InstanceOf	mess
PersonX cleans [the spill]. [the spill]	InstanceOf	spill
[PersonX treats PersonY with respect]. [PersonX treats PersonY with respect]	InstanceOf	respect
PersonX sits in [the living room]. [the living room]	InstanceOf	room
PersonX sits in [the living room]. [the living room]	InstanceOf	common room
PersonX sits in [the living room]. [the living room]	InstanceOf	living room
PersonX sits in [the living room]. [the living room]	InstanceOf	common part of the house
PersonX sits in [the living room]. [the living room]	InstanceOf	common space
PersonX sits in [the living room]. [the living room]	InstanceOf	public room
PersonX sits in [the living room]. [the living room]	InstanceOf	common area
PersonX sits in [the living room]. [the living room]	InstanceOf	living area
[PersonX runs ahead]. [PersonX runs ahead]	InstanceOf	dash
[PersonX runs ahead]. [PersonX runs ahead]	InstanceOf	rush
[PersonX runs ahead]. [PersonX runs ahead]	InstanceOf	running
[PersonX runs ahead]. [PersonX runs ahead]	InstanceOf	hurry
[PersonX runs ahead]. [PersonX runs ahead]	InstanceOf	action
PersonX begins [training]. [training]	InstanceOf	training
PersonX begins [training]. [training]	InstanceOf	learning
[PersonX avoids PersonY's contact]. [PersonX avoids PersonY's contact]	InstanceOf	avoidance
[PersonX avoids PersonY's contact]. [PersonX avoids PersonY's contact]	InstanceOf	dodging
[PersonX avoids PersonY's contact]. [PersonX avoids PersonY's contact]	InstanceOf	evasion
[PersonX means every word]. [PersonX means every word]	InstanceOf	honesty
[PersonX means every word]. [PersonX means every word]	InstanceOf	sincerity
PersonX sees [a raccoon]. [a raccoon]	InstanceOf	animal
PersonX sees [a raccoon]. [a raccoon]	InstanceOf	raccoon
[PersonX works as an accountant]. [PersonX works as an accountant]	InstanceOf	job
[PersonX works as an accountant]. [PersonX works as an accountant]	InstanceOf	work
[PersonX works as an accountant]. [PersonX works as an accountant]	InstanceOf	profession
[PersonX works as an accountant]. [PersonX works as an accountant]	InstanceOf	employment
PersonX needs [an oil change]. [an oil change]	InstanceOf	engine maintenance activity
PersonX needs [an oil change]. [an oil change]	InstanceOf	oil change
PersonX needs [an oil change]. [an oil change]	InstanceOf	routine maintenance service
PersonX needs [an oil change]. [an oil change]	InstanceOf	maintenance
PersonX needs [an oil change]. [an oil change]	InstanceOf	maintenance service
PersonX needs [an oil change]. [an oil change]	InstanceOf	changing oil
PersonX needs [an oil change]. [an oil change]	InstanceOf	routine maintenance
PersonX needs [an oil change]. [an oil change]	InstanceOf	routine and scheduled maintenance service
PersonX needs [an oil change]. [an oil change]	InstanceOf	auto service
PersonX needs [an oil change]. [an oil change]	InstanceOf	common maintenance procedure
PersonX needs [an oil change]. [an oil change]	InstanceOf	maintenance work
PersonX needs [an oil change]. [an oil change]	InstanceOf	regular maintenance
PersonX needs [an oil change]. [an oil change]	InstanceOf	basic maintenance
PersonX attends [a wine tasting]. [a wine tasting]	InstanceOf	wine tasting
PersonX attends [a wine tasting]. [a wine tasting]	InstanceOf	tasting
PersonX attends [a wine tasting]. [a wine tasting]	InstanceOf	event
[PersonX slams PersonX's hand]. [PersonX slams PersonX's hand]	InstanceOf	aggression
[PersonX sends a text]. [PersonX sends a text]	InstanceOf	texting
[PersonX sends a text]. [PersonX sends a text]	InstanceOf	message
[PersonX sends a text]. [PersonX sends a text]	InstanceOf	text
[PersonX sends a text]. [PersonX sends a text]	InstanceOf	communication
[PersonX makes money]. [PersonX makes money]	InstanceOf	success
[PersonX makes money]. [PersonX makes money]	InstanceOf	wealth
PersonX practises everyday after [school]. [school]	InstanceOf	school
PersonX practises everyday after [school]. [school]	InstanceOf	class
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	physical injury
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	damage
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	serious injury
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	hurt
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	severe injury
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	injury
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	physical pain
[PersonX breaks PersonY's foot]. [PersonX breaks PersonY's foot]	InstanceOf	break
PersonX reaches [a wider consumer base]. [a wider consumer base]	InstanceOf	customers
PersonX reaches [a wider consumer base]. [a wider consumer base]	InstanceOf	people
PersonX has to go to [school]. [school]	InstanceOf	educational institution
PersonX has to go to [school]. [school]	InstanceOf	school
PersonX has to go to [school]. [school]	InstanceOf	class
PersonX has [a great idea]. [a great idea]	InstanceOf	solution
PersonX has [a great idea]. [a great idea]	InstanceOf	idea
PersonX has [a great idea]. [a great idea]	InstanceOf	good idea
[PersonX starts a food fight]. [PersonX starts a food fight]	InstanceOf	action
PersonX takes part in [the conference]. [the conference]	InstanceOf	industry event
PersonX takes part in [the conference]. [the conference]	InstanceOf	conference
PersonX takes part in [the conference]. [the conference]	InstanceOf	event
PersonX takes part in [the conference]. [the conference]	InstanceOf	business event
PersonX takes part in [the conference]. [the conference]	InstanceOf	meeting
PersonX takes part in [the conference]. [the conference]	InstanceOf	industry function
PersonX takes part in [the conference]. [the conference]	InstanceOf	large event
PersonX takes part in [the conference]. [the conference]	InstanceOf	corporate event
[PersonX completes PersonX's year]. [PersonX completes PersonX's year]	InstanceOf	finish
[PersonX completes PersonX's year]. [PersonX completes PersonX's year]	InstanceOf	accomplishment
[PersonX completes PersonX's year]. [PersonX completes PersonX's year]	InstanceOf	achievement
[PersonX completes PersonX's year]. [PersonX completes PersonX's year]	InstanceOf	ending
PersonX is at the lake with [PersonX's family]. [PersonX's family]	InstanceOf	family
[PersonX is planning PersonX's wedding]. [PersonX is planning PersonX's wedding]	InstanceOf	planning
[PersonX proposes to PersonY's girlfriend]. [PersonX proposes to PersonY's girlfriend]	InstanceOf	engagement
[PersonX proposes to PersonY's girlfriend]. [PersonX proposes to PersonY's girlfriend]	InstanceOf	relationship status
[PersonX proposes to PersonY's girlfriend]. [PersonX proposes to PersonY's girlfriend]	InstanceOf	proposal
PersonX tells PersonY [thing]. [thing]	InstanceOf	thing
PersonX tells PersonY [thing]. [thing]	InstanceOf	something
PersonX tells PersonY [thing]. [thing]	InstanceOf	information
PersonX tells PersonY [thing]. [thing]	InstanceOf	words
[PersonX is on PersonX's way to work]. [PersonX is on PersonX's way to work]	InstanceOf	routine journey
[PersonX is on PersonX's way to work]. [PersonX is on PersonX's way to work]	InstanceOf	commute
PersonX gets [a new bike]. [a new bike]	InstanceOf	sport equipment
PersonX gets [a new bike]. [a new bike]	InstanceOf	bike
PersonX gets [a new bike]. [a new bike]	InstanceOf	two wheeled vehicle
PersonX gets [a new bike]. [a new bike]	InstanceOf	bicycle
PersonX gets [a new bike]. [a new bike]	InstanceOf	vehicle
PersonX gets [a new bike]. [a new bike]	InstanceOf	new bike
[PersonX makes a movie]. [PersonX makes a movie]	InstanceOf	creation
[PersonX watches the movie together]. [PersonX watches the movie together]	InstanceOf	activity
[PersonX watches the movie together]. [PersonX watches the movie together]	InstanceOf	watching a movie
[PersonX watches the movie together]. [PersonX watches the movie together]	InstanceOf	entertainment
PersonX pays [attention] in class. [attention]	InstanceOf	attention
PersonX pays [attention] in class. [attention]	InstanceOf	focus
PersonX heads to [school]. [school]	InstanceOf	school
PersonX heads to [school]. [school]	InstanceOf	class
[PersonX finds a bird]. [PersonX finds a bird]	InstanceOf	finding
[PersonX helps PersonY's practice]. [PersonX helps PersonY's practice]	InstanceOf	help
[PersonX helps PersonY's practice]. [PersonX helps PersonY's practice]	InstanceOf	assist
[PersonX helps PersonY's practice]. [PersonX helps PersonY's practice]	InstanceOf	aid
[PersonX helps PersonY's practice]. [PersonX helps PersonY's practice]	InstanceOf	support
PersonX moves [PersonY's hips]. [PersonY's hips]	InstanceOf	body part
PersonX moves [PersonY's hips]. [PersonY's hips]	InstanceOf	hips
PersonX opens [projects] in the form. [projects]	InstanceOf	projects
PersonX opens [projects] in the form. [projects]	InstanceOf	assignment
PersonX gives PersonY [a grin]. [a grin]	InstanceOf	grin
PersonX gives PersonY [a grin]. [a grin]	InstanceOf	facial expression
PersonX gives PersonY [a grin]. [a grin]	InstanceOf	smiles
[PersonX thinks long and hard]. [PersonX thinks long and hard]	InstanceOf	thinking
PersonX is laid off from [PersonX's job]. [PersonX's job]	InstanceOf	job
PersonX is laid off from [PersonX's job]. [PersonX's job]	InstanceOf	employment
PersonX is laid off from [PersonX's job]. [PersonX's job]	InstanceOf	work
PersonX improves [PersonX's efficiency]. [PersonX's efficiency]	InstanceOf	efficiency
PersonX improves [PersonX's efficiency]. [PersonX's efficiency]	InstanceOf	skill
PersonX improves [PersonX's efficiency]. [PersonX's efficiency]	InstanceOf	competency
[PersonX has never cooked before]. [PersonX has never cooked before]	InstanceOf	cooking
PersonX takes part in [politics]. [politics]	InstanceOf	politics
[PersonX asks if PersonY needed help]. [PersonX asks if PersonY needed help]	InstanceOf	assist
[PersonX asks if PersonY needed help]. [PersonX asks if PersonY needed help]	InstanceOf	social interaction
[PersonX asks if PersonY needed help]. [PersonX asks if PersonY needed help]	InstanceOf	offering
PersonX uses [chopsticks]. [chopsticks]	InstanceOf	chopstick
PersonX uses [chopsticks]. [chopsticks]	InstanceOf	eating utensil
PersonX uses [chopsticks]. [chopsticks]	InstanceOf	utensil
[PersonX feels something]. [PersonX feels something]	InstanceOf	feeling
[PersonX engages PersonY's attention]. [PersonX engages PersonY's attention]	InstanceOf	social interaction
[PersonX engages PersonY's attention]. [PersonX engages PersonY's attention]	InstanceOf	communicative activity
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	dental emergency
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	dental issue
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	damage
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	dental accident
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	tooth injury
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	dental injury
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	chipped tooth
[PersonX chips PersonX's tooth]. [PersonX chips PersonX's tooth]	InstanceOf	injury
PersonX makes [the basketball team]. [the basketball team]	InstanceOf	group
PersonX makes [the basketball team]. [the basketball team]	InstanceOf	team
PersonX makes [the basketball team]. [the basketball team]	InstanceOf	basketball team
PersonX makes [the basketball team]. [the basketball team]	InstanceOf	club
PersonX makes [the basketball team]. [the basketball team]	InstanceOf	sport team
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	apparel
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	shirt
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	attire
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	clothing
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	clothing item
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	clothes
PersonX needs [a new shirt]. [a new shirt]	InstanceOf	garments
PersonX meets [girls]. [girls]	InstanceOf	female
PersonX meets [girls]. [girls]	InstanceOf	women
PersonX meets [girls]. [girls]	InstanceOf	girl
[PersonX grows PersonX's hair out]. [PersonX grows PersonX's hair out]	InstanceOf	physical body change
[PersonX grows PersonX's hair out]. [PersonX grows PersonX's hair out]	InstanceOf	hair growth
[PersonX tells PersonY's parents]. [PersonX tells PersonY's parents]	InstanceOf	interaction
[PersonX tells PersonY's parents]. [PersonX tells PersonY's parents]	InstanceOf	briefing
[PersonX tells PersonY's parents]. [PersonX tells PersonY's parents]	InstanceOf	speaking
[PersonX tells PersonY's parents]. [PersonX tells PersonY's parents]	InstanceOf	communication
[PersonX tells PersonY's parents]. [PersonX tells PersonY's parents]	InstanceOf	talk
[PersonX sees a beautiful girl]. [PersonX sees a beautiful girl]	InstanceOf	visual perception
PersonX files [a claim]. [a claim]	InstanceOf	dispute resolution process
PersonX files [a claim]. [a claim]	InstanceOf	claim
[PersonX dates PersonX's girlfriend]. [PersonX dates PersonX's girlfriend]	InstanceOf	relationship
[PersonX dates PersonX's girlfriend]. [PersonX dates PersonX's girlfriend]	InstanceOf	dating
PersonX is [a small child]. [a small child]	InstanceOf	small kid
PersonX is [a small child]. [a small child]	InstanceOf	child
PersonX is [a small child]. [a small child]	InstanceOf	small child
PersonX is [a small child]. [a small child]	InstanceOf	young child
PersonX is [a small child]. [a small child]	InstanceOf	youth
PersonX gets [antsy]. [antsy]	InstanceOf	anxiety
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	inconsiderate distraction
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	distraction
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	sensory stimulus
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	sound
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	loud noise
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	disturbance
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	nuisance
PersonX begins to make [a loud noise]. [a loud noise]	InstanceOf	noise
PersonX puts PersonY in [a vase]. [a vase]	InstanceOf	vase
[PersonX sues the company]. [PersonX sues the company]	InstanceOf	legal action
[PersonX sues the company]. [PersonX sues the company]	InstanceOf	legal issue
[PersonX sues the company]. [PersonX sues the company]	InstanceOf	litigation
[PersonX sues the company]. [PersonX sues the company]	InstanceOf	lawsuit
[PersonX sues the company]. [PersonX sues the company]	InstanceOf	action
[PersonX sues the company]. [PersonX sues the company]	InstanceOf	legal proceeding
[PersonX gives PersonY a beating]. [PersonX gives PersonY a beating]	InstanceOf	beating
[PersonX gives PersonY a beating]. [PersonX gives PersonY a beating]	InstanceOf	form of violence
[PersonX gives PersonY a beating]. [PersonX gives PersonY a beating]	InstanceOf	physical abuse
[PersonX gives PersonY a beating]. [PersonX gives PersonY a beating]	InstanceOf	physical violence
[PersonX gives PersonY a beating]. [PersonX gives PersonY a beating]	InstanceOf	violent act
[PersonX gives PersonY a beating]. [PersonX gives PersonY a beating]	InstanceOf	mistreatment
PersonX sees [PersonY go]. [PersonY go]	InstanceOf	departure
[PersonX is driving PersonY's car]. [PersonX is driving PersonY's car]	InstanceOf	transportation
[PersonX is driving PersonY's car]. [PersonX is driving PersonY's car]	InstanceOf	driving
